Age,Annual_Income,Employment_Years,Loan_Amount,Credit_Utilization,Number_of_Credit_Cards,Number_of_Late_Payments,Debt_to_Income_Ratio,Number_of_Open_Accounts,Has_Mortgage,Has_Dependents,Credit_Score,Default_Probability,Loan_Status
21,72594.32,6,13026.38,0.664,3,1,0.179,5,1,0,602.0,0.377,Paid
69,35491.11,8,28015.51,0.584,8,2,0.789,10,0,0,493.0,0.574,Default
67,79990.12,21,17060.0,0.448,7,1,0.213,5,0,0,710.0,0.271,Paid
58,77467.23,1,19729.82,0.524,6,2,0.255,5,0,1,594.0,0.404,Paid
44,79140.47,26,17920.2,0.422,6,0,0.226,10,1,0,760.0,0.205,Paid
67,59909.54,15,10278.15,0.143,2,5,0.172,8,0,0,613.0,0.349,Paid
51,58112.0,4,21581.87,0.665,9,1,0.371,7,0,0,589.0,0.439,Paid
61,66392.19,11,9192.45,0.977,1,0,0.138,4,0,0,556.0,0.43,Paid
66,86405.34,25,5532.89,0.155,4,0,0.064,8,1,1,850.0,0.051,Paid
46,84585.54,14,17765.19,0.975,4,2,0.21,3,1,0,484.0,0.545,Default
69,26755.29,2,14390.36,0.887,9,2,0.538,11,0,0,445.0,0.632,Default
25,42513.91,8,7280.03,0.882,3,6,0.171,10,0,0,342.0,0.708,Default
40,38921.21,27,16031.05,0.823,9,0,0.412,6,1,1,620.0,0.419,Paid
61,74535.46,38,21969.55,0.909,2,1,0.295,13,0,0,564.0,0.446,Paid
31,46414.3,35,13112.67,0.279,1,0,0.283,4,0,1,785.0,0.146,Paid
53,55932.19,24,31019.52,0.457,7,0,0.555,2,0,0,685.0,0.321,Paid
58,94158.97,27,26578.83,0.496,2,1,0.282,1,0,1,669.0,0.299,Paid
47,82417.62,20,10834.33,0.113,1,6,0.131,13,0,0,595.0,0.365,Paid
54,87523.98,28,3611.82,0.962,9,2,0.041,9,1,0,574.0,0.461,Default
35,45660.92,24,13836.79,0.691,8,2,0.303,4,0,0,590.0,0.439,Paid
52,15000.0,29,19581.8,0.47,3,0,1.305,12,0,0,521.0,0.542,Default
41,52089.51,38,1000.0,0.973,2,4,0.019,9,0,0,480.0,0.539,Default
66,31201.02,10,1000.0,0.303,1,3,0.032,7,0,0,658.0,0.281,Paid
25,21119.01,18,2604.78,0.363,4,2,0.123,13,0,0,692.0,0.266,Paid
26,82573.46,10,26483.62,0.227,6,3,0.321,1,0,0,648.0,0.337,Paid
58,42163.03,24,29216.69,0.223,2,2,0.693,10,0,0,622.0,0.369,Paid
42,43868.75,0,4465.43,0.225,6,2,0.102,5,0,0,712.0,0.241,Paid
38,52684.72,31,1063.12,0.618,5,3,0.02,6,1,1,628.0,0.361,Paid
34,92929.89,20,17321.01,0.324,1,0,0.186,8,1,0,761.0,0.165,Paid
30,56767.71,12,16388.71,0.935,7,1,0.289,11,1,0,531.0,0.507,Default
66,79031.79,33,3093.51,0.81,7,2,0.039,6,0,1,620.0,0.39,Paid
33,53693.08,16,4943.49,0.2,5,0,0.092,8,0,1,829.0,0.096,Paid
51,28390.76,18,8426.83,0.826,4,0,0.297,1,1,0,599.0,0.403,Paid
50,36203.28,9,10696.28,0.371,2,1,0.295,3,1,1,667.0,0.289,Paid
23,59924.27,8,18052.97,0.262,7,5,0.301,1,0,0,562.0,0.449,Paid
50,62152.71,10,1000.0,0.777,8,0,0.016,14,0,0,674.0,0.316,Paid
26,70854.2,37,34062.56,0.847,9,1,0.481,9,0,0,579.0,0.479,Default
49,70862.5,30,18735.4,0.943,6,1,0.264,5,0,1,564.0,0.467,Default
28,78003.25,1,15867.29,0.441,2,2,0.203,3,0,0,609.0,0.355,Paid
64,44616.96,23,8680.61,0.573,1,1,0.195,2,0,1,650.0,0.311,Paid
65,96544.37,4,6569.95,0.622,2,2,0.068,7,0,0,588.0,0.381,Paid
63,98375.15,29,7082.64,0.634,3,0,0.072,14,0,1,718.0,0.237,Paid
64,49589.29,38,10108.71,0.424,1,2,0.204,12,0,0,683.0,0.275,Paid
53,44121.61,34,19089.58,0.192,5,0,0.433,2,1,1,799.0,0.158,Paid
37,24303.81,16,26384.49,0.116,7,0,1.086,11,0,0,665.0,0.36,Paid
68,63417.78,30,1000.0,0.893,9,2,0.016,12,1,0,604.0,0.422,Paid
31,69048.74,1,10589.72,0.391,6,1,0.153,3,1,0,694.0,0.27,Paid
33,48413.46,15,16394.32,0.218,8,1,0.339,6,0,0,747.0,0.229,Paid
31,65655.29,20,17103.02,0.965,2,3,0.26,4,0,0,438.0,0.594,Default
51,32243.73,29,9214.08,0.797,5,0,0.286,8,1,0,637.0,0.366,Paid
48,79353.48,0,11368.3,0.963,9,4,0.143,7,0,0,418.0,0.648,Default
64,49380.44,13,12663.72,0.309,7,0,0.256,7,1,1,767.0,0.195,Paid
26,65775.19,15,3108.43,0.481,7,2,0.047,3,1,0,681.0,0.297,Paid
61,64203.14,8,5718.23,0.802,3,0,0.089,8,1,1,623.0,0.352,Paid
36,20791.16,7,1000.0,0.563,3,2,0.048,14,1,0,620.0,0.346,Paid
24,76680.65,8,26022.67,0.38,2,2,0.339,8,0,1,614.0,0.358,Paid
55,44311.13,33,20686.86,0.197,9,1,0.467,8,0,0,768.0,0.223,Paid
68,64050.09,32,1434.3,0.572,4,1,0.022,11,1,1,718.0,0.242,Paid
46,31802.39,21,3754.55,0.607,9,1,0.118,12,0,0,691.0,0.306,Paid
32,50412.46,29,1405.54,0.72,4,2,0.028,11,0,1,626.0,0.358,Paid
31,67264.98,6,5560.39,0.785,8,2,0.083,4,0,0,570.0,0.447,Paid
57,38413.94,17,17433.96,0.16,1,2,0.454,3,1,0,670.0,0.286,Paid
45,39509.48,20,43723.3,0.634,1,0,1.107,3,0,0,483.0,0.566,Default
38,62501.36,4,10598.14,0.777,6,2,0.17,3,0,0,541.0,0.474,Default
39,56649.71,6,19734.74,0.412,6,2,0.348,5,0,1,619.0,0.377,Paid
43,66986.09,11,13804.11,0.306,7,1,0.206,5,0,0,734.0,0.232,Paid
58,52643.85,16,17435.55,0.496,7,2,0.331,12,1,0,622.0,0.386,Paid
38,72829.97,23,12148.59,0.338,3,1,0.167,9,0,0,736.0,0.209,Paid
46,48660.89,36,26539.18,0.524,9,1,0.545,1,1,1,661.0,0.371,Paid
26,71941.29,18,20954.76,0.337,9,1,0.291,13,0,0,732.0,0.256,Paid
24,41864.36,15,14944.83,0.443,3,4,0.357,1,1,0,531.0,0.474,Default
64,47780.18,24,21458.97,0.901,7,2,0.449,5,0,1,493.0,0.567,Default
49,74613.42,26,24498.71,0.902,4,1,0.328,2,0,1,546.0,0.477,Default
54,49712.39,6,7806.78,0.973,6,2,0.157,12,0,1,489.0,0.544,Default
37,36575.39,7,19699.14,0.502,6,3,0.539,12,0,0,516.0,0.518,Default
63,94602.32,14,23693.37,0.206,5,3,0.25,6,1,0,671.0,0.3,Paid
63,59297.33,15,19657.71,0.877,6,3,0.332,13,1,0,461.0,0.59,Default
36,69429.04,7,22057.55,0.605,7,2,0.318,3,1,0,574.0,0.443,Paid
22,15000.0,35,15847.92,0.745,2,2,1.057,13,0,0,415.0,0.665,Default
54,86636.17,31,20488.07,0.201,7,2,0.236,11,1,1,759.0,0.209,Paid
28,112924.62,16,30256.36,0.347,7,0,0.268,4,0,0,759.0,0.207,Paid
33,84843.65,35,4898.42,0.306,7,1,0.058,13,0,0,812.0,0.14,Paid
62,87694.05,21,14971.19,0.571,5,1,0.171,4,1,0,672.0,0.307,Paid
28,51824.6,31,7286.21,0.977,3,1,0.141,6,1,0,566.0,0.441,Paid
50,65036.46,10,8980.81,0.619,5,2,0.138,11,1,0,602.0,0.389,Paid
52,69761.54,5,19971.21,0.583,1,3,0.286,5,1,0,513.0,0.479,Default
56,46047.8,21,1000.0,0.756,5,2,0.022,10,0,0,606.0,0.387,Paid
67,57518.81,13,3797.67,0.356,3,1,0.066,12,0,0,731.0,0.206,Paid
50,39980.14,27,27100.61,0.285,7,2,0.678,2,0,0,638.0,0.384,Paid
21,52089.88,38,1742.22,0.829,4,1,0.033,4,0,0,650.0,0.336,Paid
63,76817.83,11,29418.63,0.943,6,1,0.383,5,1,0,502.0,0.54,Default
59,24684.75,26,14878.57,0.442,6,3,0.603,5,0,0,559.0,0.476,Default
37,79062.07,0,14289.04,0.088,4,0,0.181,11,1,0,807.0,0.11,Paid
40,28452.79,9,8179.74,0.217,1,1,0.287,10,0,0,711.0,0.225,Paid
44,61049.13,32,11743.69,0.847,3,2,0.192,2,0,1,556.0,0.453,Default
42,62868.7,15,17276.2,0.163,3,5,0.275,1,0,0,591.0,0.388,Paid
49,71456.32,38,12794.49,0.76,6,3,0.179,7,0,1,572.0,0.452,Default
42,56389.2,5,6174.06,0.627,8,2,0.109,3,0,1,610.0,0.394,Paid
64,39106.11,24,21179.92,0.726,2,2,0.542,5,0,1,502.0,0.525,Default
29,63690.19,19,27399.96,0.289,6,1,0.43,9,0,0,705.0,0.277,Paid
57,103450.11,35,1000.0,0.067,7,1,0.01,2,1,0,850.0,0.03,Paid
30,59711.82,22,36911.22,0.087,3,2,0.618,8,0,0,679.0,0.296,Paid
56,42372.47,15,17902.55,0.724,1,2,0.423,14,0,0,503.0,0.506,Default
57,50657.13,0,19843.15,0.62,2,0,0.392,5,0,0,596.0,0.386,Paid
48,63004.76,29,30047.18,0.832,5,0,0.477,13,1,0,588.0,0.438,Paid
48,54627.57,26,1000.0,0.421,1,2,0.018,7,0,0,697.0,0.242,Paid
62,51848.37,1,1000.0,0.567,4,1,0.019,7,1,0,658.0,0.3,Paid
63,86548.64,20,1000.0,0.779,6,3,0.012,4,0,0,564.0,0.445,Paid
41,70345.63,8,2650.75,0.512,1,1,0.038,7,0,0,670.0,0.27,Paid
44,57629.61,23,20841.34,0.974,6,3,0.362,14,0,1,442.0,0.622,Default
62,57782.83,38,2726.85,0.741,8,0,0.047,6,0,1,734.0,0.255,Paid
60,63463.58,6,5729.26,0.685,1,1,0.09,11,0,1,603.0,0.359,Paid
22,71206.29,29,7475.64,0.795,8,2,0.105,9,0,0,608.0,0.412,Paid
28,85646.3,1,13475.21,0.773,8,1,0.157,11,0,0,589.0,0.424,Paid
68,51761.75,11,12978.95,0.254,2,2,0.251,10,0,0,676.0,0.275,Paid
47,40111.58,12,6819.11,0.246,3,2,0.17,4,1,1,701.0,0.245,Paid
42,48877.85,2,4436.43,0.614,6,1,0.091,6,0,0,642.0,0.339,Paid
57,42488.16,39,11864.89,0.456,8,2,0.279,12,1,1,695.0,0.308,Paid
47,29479.85,17,15006.13,0.861,5,1,0.509,4,1,1,509.0,0.533,Default
49,88211.99,38,28962.21,0.32,9,0,0.328,9,0,1,809.0,0.17,Paid
23,77091.72,5,4974.0,0.358,4,1,0.065,11,1,0,720.0,0.222,Paid
64,15000.0,26,13586.09,0.205,4,0,0.906,10,0,1,679.0,0.322,Paid
33,64358.94,14,1000.0,0.963,8,0,0.016,12,1,1,626.0,0.382,Paid
65,52465.31,14,25897.8,0.158,5,1,0.494,1,0,0,717.0,0.253,Paid
30,50081.83,18,13497.55,0.964,8,2,0.27,2,0,0,503.0,0.55,Default
56,15000.0,37,22775.82,0.707,1,0,1.5,13,1,1,417.0,0.679,Default
29,59495.13,19,27024.96,0.133,5,0,0.454,8,0,0,782.0,0.171,Paid
47,61538.61,19,19419.46,0.191,8,3,0.316,5,1,0,687.0,0.303,Paid
54,36462.09,17,16160.45,0.354,8,1,0.443,6,0,0,689.0,0.311,Paid
21,92454.92,33,1000.0,0.292,7,2,0.011,12,0,0,781.0,0.174,Paid
52,75826.98,38,13214.17,0.955,3,1,0.174,6,1,0,580.0,0.428,Paid
45,38673.27,36,4931.15,0.62,7,1,0.128,1,1,0,705.0,0.284,Paid
49,80461.01,34,3812.15,0.119,3,1,0.047,7,1,0,848.0,0.064,Paid
27,50688.92,37,1000.0,0.539,6,2,0.02,2,0,1,708.0,0.267,Paid
69,81102.17,37,12706.89,0.884,9,3,0.157,7,0,1,552.0,0.497,Default
23,31142.05,0,6139.21,0.437,8,1,0.197,14,0,1,679.0,0.304,Paid
40,63401.23,11,7014.26,0.67,4,0,0.111,11,1,0,669.0,0.299,Paid
40,35674.6,4,4661.59,0.769,5,1,0.131,11,1,0,586.0,0.409,Paid
50,43252.55,26,28090.66,0.222,4,1,0.649,10,1,1,685.0,0.302,Paid
55,21366.71,38,4047.05,0.846,6,0,0.189,5,0,0,664.0,0.339,Paid
55,35310.88,19,10745.13,0.467,8,0,0.304,4,0,0,727.0,0.26,Paid
69,35194.07,39,12917.72,0.103,6,1,0.367,11,0,1,814.0,0.143,Paid
59,32692.99,18,12511.57,0.867,5,1,0.383,9,0,0,534.0,0.496,Default
47,63772.29,37,32286.14,0.575,9,0,0.506,9,0,0,695.0,0.328,Paid
46,24676.21,14,1000.0,0.234,7,0,0.041,6,1,1,835.0,0.098,Paid
34,65976.21,5,17247.37,0.345,3,1,0.261,1,1,0,679.0,0.277,Paid
37,80117.82,8,23725.9,0.58,2,2,0.296,1,0,0,563.0,0.425,Paid
38,42218.89,35,17524.22,0.398,5,2,0.415,10,1,0,663.0,0.334,Paid
65,58301.05,22,36439.4,0.267,5,0,0.625,2,1,0,714.0,0.27,Paid
49,53287.12,9,28169.54,0.496,6,2,0.529,2,1,0,564.0,0.459,Default
40,51769.72,0,7922.09,0.222,1,1,0.153,10,1,0,718.0,0.205,Paid
47,15000.0,10,12855.82,0.278,5,0,0.857,8,0,0,640.0,0.368,Paid
38,37463.82,19,22623.42,0.819,7,1,0.604,11,0,0,517.0,0.541,Default
24,89228.52,27,13717.13,0.263,9,4,0.154,12,1,1,679.0,0.317,Paid
21,66476.87,21,13905.96,0.697,3,0,0.209,3,1,0,656.0,0.319,Paid
21,55172.5,19,35159.31,0.283,7,2,0.637,12,0,0,631.0,0.386,Paid
46,19585.31,37,24993.59,0.248,7,0,1.276,1,0,1,630.0,0.428,Paid
65,71863.37,15,35637.58,0.284,7,1,0.496,6,1,0,691.0,0.302,Paid
40,41766.94,1,14043.94,0.486,4,1,0.336,8,0,0,619.0,0.363,Paid
43,35250.63,24,16427.77,0.186,3,1,0.466,11,1,0,724.0,0.236,Paid
30,37255.53,26,18337.11,0.149,1,4,0.492,11,1,1,604.0,0.375,Paid
31,70212.95,2,21882.17,0.754,6,2,0.312,13,1,0,516.0,0.511,Default
61,58580.77,22,11818.04,0.072,4,1,0.202,6,0,1,812.0,0.115,Paid
61,77291.94,31,5753.02,0.409,8,1,0.074,4,0,0,775.0,0.194,Paid
25,82514.42,16,6852.34,0.418,6,1,0.083,9,0,0,730.0,0.23,Paid
21,45210.64,39,13755.56,0.881,6,1,0.304,10,1,0,593.0,0.435,Paid
37,59146.1,19,1000.0,0.77,8,3,0.017,8,1,0,574.0,0.445,Paid
42,53939.67,29,18694.0,0.525,5,1,0.347,14,1,0,666.0,0.326,Paid
54,32764.04,27,1000.0,0.496,8,1,0.031,1,1,1,749.0,0.224,Paid
65,35641.62,22,1000.0,0.576,1,1,0.028,6,0,1,681.0,0.265,Paid
61,56716.56,18,27069.59,0.383,2,0,0.477,8,1,0,686.0,0.28,Paid
49,58858.69,24,15755.61,0.702,8,0,0.268,4,1,0,674.0,0.333,Paid
24,58902.34,23,19184.65,0.688,1,2,0.326,11,0,0,549.0,0.447,Paid
25,58933.7,0,18149.82,0.584,5,3,0.308,9,1,0,518.0,0.496,Default
31,43680.11,27,34324.33,0.104,5,1,0.786,9,0,0,701.0,0.293,Paid
41,102428.76,28,27072.57,0.168,2,5,0.264,2,0,1,613.0,0.36,Paid
55,64636.07,34,31876.41,0.087,2,3,0.493,13,1,1,683.0,0.285,Paid
32,48489.46,16,9599.28,0.718,1,3,0.198,9,0,0,512.0,0.485,Default
46,68046.33,10,13787.1,0.494,4,2,0.203,3,1,0,621.0,0.358,Paid
39,42975.51,36,1000.0,0.938,6,0,0.023,7,1,0,666.0,0.33,Paid
65,60534.72,6,24428.8,0.936,3,2,0.404,10,0,0,436.0,0.603,Default
27,68013.92,25,22267.18,0.792,4,2,0.327,14,0,0,537.0,0.485,Default
67,71018.73,22,7848.85,0.462,8,2,0.111,7,0,0,693.0,0.294,Paid
27,34853.68,17,9339.95,0.344,2,1,0.268,13,0,1,697.0,0.254,Paid
46,120581.86,28,19415.45,0.237,9,1,0.161,2,0,0,808.0,0.157,Paid
60,83636.04,38,12777.69,0.266,6,1,0.153,7,0,0,806.0,0.146,Paid
25,100650.1,33,8033.1,0.971,9,0,0.08,4,0,1,654.0,0.366,Paid
41,54877.68,37,11066.71,0.543,1,1,0.202,8,1,1,686.0,0.274,Paid
34,64935.84,7,10942.57,0.061,4,3,0.169,8,1,1,712.0,0.231,Paid
24,60729.19,20,18983.83,0.091,7,4,0.313,9,0,1,675.0,0.31,Paid
43,49058.81,20,12730.32,0.477,9,1,0.259,7,1,0,700.0,0.299,Paid
62,75152.18,35,1000.0,0.462,1,3,0.013,12,1,0,664.0,0.289,Paid
40,42326.97,16,14091.82,0.427,1,0,0.333,2,0,1,692.0,0.259,Paid
35,73965.02,15,7980.82,0.816,3,1,0.108,7,0,1,589.0,0.399,Paid
65,50038.17,14,21685.9,0.704,6,1,0.433,4,1,0,570.0,0.454,Default
49,67980.56,14,16615.05,0.15,5,0,0.244,8,0,0,809.0,0.125,Paid
28,89232.64,39,8026.67,0.387,5,2,0.09,8,1,0,739.0,0.224,Paid
61,57339.73,16,8421.12,0.605,9,0,0.147,1,1,0,716.0,0.274,Paid
68,75604.48,0,16717.83,0.406,3,0,0.221,8,0,0,699.0,0.249,Paid
39,49821.92,12,14607.26,0.244,5,3,0.293,13,0,0,647.0,0.331,Paid
68,36373.32,37,11675.36,0.634,7,2,0.321,10,1,0,625.0,0.396,Paid
59,93234.58,9,13806.28,0.61,2,5,0.148,12,1,0,465.0,0.54,Default
66,74954.18,32,19118.11,0.956,7,2,0.255,12,0,1,531.0,0.515,Default
48,57311.59,25,1000.0,0.572,1,1,0.017,4,1,0,690.0,0.254,Paid
66,73928.17,11,29159.8,0.863,7,0,0.394,13,0,1,569.0,0.462,Default
47,39672.1,18,10484.1,0.933,2,0,0.264,2,0,1,563.0,0.436,Paid
24,68844.79,14,26493.72,0.454,7,3,0.385,10,0,1,580.0,0.439,Paid
35,64340.1,4,35736.75,0.099,3,1,0.555,8,0,1,692.0,0.268,Paid
55,73010.88,1,20614.23,0.183,5,2,0.282,4,1,0,685.0,0.276,Paid
57,92834.62,13,1000.0,0.519,9,0,0.011,10,1,0,763.0,0.205,Paid
21,88964.92,28,3358.97,0.88,1,2,0.038,6,0,0,559.0,0.428,Paid
23,32223.22,0,19194.56,0.658,6,2,0.596,6,0,0,483.0,0.562,Default
67,20095.07,12,8295.99,0.237,7,2,0.413,10,1,0,675.0,0.315,Paid
44,64914.2,31,29768.9,0.702,9,2,0.459,8,1,1,575.0,0.476,Default
47,63386.76,33,7584.14,0.882,4,0,0.12,5,0,0,648.0,0.343,Paid
60,37276.81,13,20574.75,0.078,9,0,0.552,7,1,1,787.0,0.191,Paid
56,40784.6,37,13903.52,0.276,1,1,0.341,13,1,1,738.0,0.209,Paid
54,44592.93,37,15362.75,0.192,4,2,0.345,6,0,1,737.0,0.226,Paid
49,86700.57,14,21377.19,0.779,6,0,0.247,14,0,0,625.0,0.378,Paid
44,50550.07,38,1000.0,0.879,7,2,0.02,6,1,0,613.0,0.402,Paid
44,29922.4,5,14666.55,0.566,1,1,0.49,1,1,1,557.0,0.433,Paid
62,58711.37,28,24020.32,0.839,1,1,0.409,5,0,0,538.0,0.472,Default
24,59945.43,36,3246.12,0.661,9,2,0.054,5,0,0,678.0,0.329,Paid
23,39357.72,18,21534.97,0.661,7,0,0.547,2,1,0,613.0,0.412,Paid
54,71807.78,0,12706.79,0.589,9,1,0.177,9,0,0,643.0,0.359,Paid
69,82744.78,20,8456.86,0.097,5,0,0.102,13,0,0,850.0,0.049,Paid
43,52892.5,38,12522.64,0.921,9,1,0.237,8,0,0,607.0,0.434,Paid
43,29921.79,17,28918.32,0.381,5,0,0.966,12,0,0,601.0,0.428,Paid
65,54525.1,26,16705.0,0.796,6,3,0.306,4,0,1,512.0,0.528,Default
25,66033.47,27,2453.95,0.803,8,4,0.037,14,1,0,536.0,0.498,Default
51,16841.81,7,17928.13,0.948,9,0,1.065,2,0,0,412.0,0.705,Default
61,69630.34,30,15469.34,0.354,3,3,0.222,12,0,1,654.0,0.318,Paid
26,52500.05,11,26308.19,0.978,2,2,0.501,5,1,0,409.0,0.639,Default
57,60874.35,5,14284.51,0.33,5,1,0.235,10,1,0,699.0,0.262,Paid
30,54207.54,25,25606.39,0.47,6,2,0.472,7,0,0,615.0,0.4,Paid
60,44931.2,15,15688.14,0.707,8,3,0.349,9,0,0,518.0,0.527,Default
27,57780.17,29,18971.49,0.194,4,0,0.328,7,0,0,804.0,0.138,Paid
59,49821.59,18,7639.23,0.298,1,2,0.153,7,1,0,691.0,0.249,Paid
58,52848.38,17,20684.53,0.727,4,0,0.391,13,0,1,608.0,0.394,Paid
41,42391.64,23,35212.42,0.956,8,3,0.831,6,0,1,363.0,0.756,Default
40,70735.5,19,32217.61,0.732,2,2,0.455,9,0,1,507.0,0.511,Default
23,84735.97,6,3890.42,0.852,8,2,0.046,11,1,1,557.0,0.463,Default
42,42534.45,6,1000.0,0.085,4,1,0.024,3,1,0,812.0,0.099,Paid
67,57663.7,15,18761.87,0.587,2,1,0.325,7,0,0,609.0,0.372,Paid
24,38096.12,13,12564.5,0.9,4,3,0.33,10,1,1,440.0,0.603,Default
48,67760.67,11,6504.66,0.685,1,1,0.096,2,0,0,612.0,0.351,Paid
32,64484.86,28,36144.77,0.679,7,3,0.561,9,0,0,505.0,0.554,Default
58,48420.75,14,45880.47,0.239,3,1,0.948,5,0,0,592.0,0.422,Paid
56,58345.02,7,1000.0,0.851,4,2,0.017,9,0,0,545.0,0.451,Default
67,77305.51,38,7170.17,0.854,3,3,0.093,12,0,0,546.0,0.464,Default
61,27852.57,8,2077.66,0.621,8,1,0.075,6,0,0,665.0,0.325,Paid
25,34163.54,27,6749.19,0.447,3,3,0.198,8,0,1,625.0,0.354,Paid
33,71636.69,26,26227.42,0.817,7,1,0.366,5,0,0,579.0,0.454,Default
43,61089.56,6,17564.15,0.482,2,2,0.288,14,0,1,590.0,0.387,Paid
50,58596.67,13,23321.88,0.815,9,1,0.398,1,1,0,557.0,0.489,Default
57,78859.72,10,28190.23,0.501,6,0,0.357,10,1,0,678.0,0.308,Paid
45,74088.68,31,18378.37,0.589,3,0,0.248,12,1,0,701.0,0.268,Paid
68,94302.08,27,5559.04,0.746,8,1,0.059,5,1,0,669.0,0.332,Paid
47,77898.73,5,20172.85,0.296,8,0,0.259,6,0,0,759.0,0.206,Paid
34,70514.51,34,13940.9,0.28,6,2,0.198,13,1,0,745.0,0.223,Paid
68,58920.79,5,13325.18,0.671,4,1,0.226,5,0,0,593.0,0.396,Paid
67,57116.73,23,6720.89,0.937,3,0,0.118,11,0,0,606.0,0.384,Paid
56,59935.2,8,24608.01,0.465,9,1,0.411,1,1,1,649.0,0.363,Paid
59,64459.6,1,20024.84,0.885,5,2,0.311,1,0,0,469.0,0.565,Default
36,35865.38,37,23426.54,0.532,4,0,0.653,4,0,1,654.0,0.355,Paid
42,65271.88,13,5662.76,0.956,9,0,0.087,13,0,0,617.0,0.402,Paid
41,55133.47,30,25543.07,0.787,7,1,0.463,14,0,0,576.0,0.464,Default
41,67141.02,29,18494.74,0.849,3,2,0.275,11,1,1,533.0,0.484,Default
28,48446.49,26,24522.42,0.682,6,0,0.506,7,0,0,626.0,0.393,Paid
69,46811.5,35,7153.14,0.858,8,1,0.153,9,0,0,632.0,0.389,Paid
36,64614.29,30,16604.16,0.601,5,5,0.257,4,0,0,503.0,0.528,Default
51,69545.41,5,26543.5,0.578,2,1,0.382,5,0,0,580.0,0.406,Paid
62,47921.32,17,20899.67,0.863,8,1,0.436,5,1,0,538.0,0.512,Default
30,86384.14,13,13866.3,0.064,2,3,0.161,10,1,1,715.0,0.218,Paid
52,86246.99,19,20457.0,0.495,1,1,0.237,5,0,0,657.0,0.301,Paid
54,28353.48,10,5455.75,0.859,5,1,0.192,12,0,0,559.0,0.451,Default
29,44459.46,36,21843.74,0.232,5,0,0.491,14,0,0,779.0,0.188,Paid
37,62324.15,39,24120.02,0.941,1,2,0.387,12,1,0,493.0,0.534,Default
31,67415.43,3,19520.04,0.739,6,2,0.29,4,0,0,526.0,0.496,Default
52,102646.8,5,14225.35,0.759,7,0,0.139,12,0,0,640.0,0.355,Paid
30,62817.89,22,18523.63,0.669,9,2,0.295,7,1,0,599.0,0.432,Paid
42,57671.85,7,14592.23,0.466,9,2,0.253,1,1,0,639.0,0.368,Paid
37,37239.29,29,13294.15,0.479,2,4,0.357,4,1,1,543.0,0.461,Default
24,28292.13,35,22681.2,0.83,8,0,0.802,5,0,0,551.0,0.523,Default
68,57326.56,10,30819.2,0.179,9,2,0.538,7,0,0,674.0,0.333,Paid
67,101147.7,4,16891.69,0.536,4,0,0.167,11,0,1,684.0,0.276,Paid
45,55764.63,2,9664.88,0.338,7,1,0.173,3,1,0,713.0,0.253,Paid
41,44545.37,14,5492.69,0.965,5,2,0.123,13,1,0,509.0,0.515,Default
57,69041.39,1,8451.81,0.053,1,2,0.122,2,1,1,736.0,0.176,Paid
58,19888.7,1,36842.77,0.109,8,0,1.5,4,0,0,559.0,0.512,Default
69,61585.8,7,31286.84,0.95,2,0,0.508,7,0,1,487.0,0.538,Default
21,76487.56,29,24591.78,0.556,3,1,0.322,2,0,0,652.0,0.331,Paid
45,41048.82,4,27768.14,0.179,5,3,0.676,7,0,0,574.0,0.436,Paid
56,87377.4,29,9673.14,0.467,7,2,0.111,8,0,0,701.0,0.282,Paid
37,73193.65,9,25456.93,0.35,5,0,0.348,6,0,1,718.0,0.246,Paid
61,87558.42,32,26310.63,0.897,4,2,0.3,9,0,0,525.0,0.505,Default
44,32473.75,23,14129.53,0.689,2,3,0.435,12,0,0,492.0,0.53,Default
22,56386.0,18,3157.5,0.171,1,1,0.056,1,0,1,788.0,0.119,Paid
60,78442.53,29,1000.0,0.549,3,2,0.013,10,1,0,676.0,0.285,Paid
35,30042.83,24,19079.55,0.175,6,1,0.635,11,1,0,708.0,0.283,Paid
52,78941.43,10,10151.44,0.669,9,1,0.129,2,0,1,649.0,0.356,Paid
59,56403.06,34,18308.56,0.726,9,3,0.325,4,0,0,560.0,0.49,Default
26,78792.58,0,12253.68,0.573,5,0,0.156,8,1,1,672.0,0.296,Paid
21,64349.4,16,3906.36,0.948,3,1,0.061,3,0,1,560.0,0.436,Paid
67,88216.53,30,32697.4,0.928,3,0,0.371,11,0,0,572.0,0.442,Paid
43,34161.8,5,4445.08,0.242,7,4,0.13,8,0,0,637.0,0.346,Paid
59,66581.41,12,8362.41,0.05,7,3,0.126,4,0,1,749.0,0.204,Paid
37,29768.69,25,14927.94,0.666,3,2,0.501,11,0,0,535.0,0.487,Default
54,68390.77,35,16428.77,0.492,7,1,0.24,5,1,0,719.0,0.269,Paid
61,66556.4,4,1000.0,0.361,8,1,0.015,3,0,1,747.0,0.211,Paid
49,54298.37,13,23209.36,0.903,3,1,0.427,12,0,0,495.0,0.533,Default
29,44324.06,14,21650.14,0.96,5,2,0.488,6,1,0,437.0,0.623,Default
33,53492.68,11,36911.95,0.915,8,1,0.69,3,1,1,459.0,0.621,Default
26,61953.05,7,17904.32,0.515,7,3,0.289,9,0,0,567.0,0.449,Paid
26,65683.74,30,14029.08,0.704,1,3,0.214,6,0,0,541.0,0.456,Default
40,98646.32,25,5764.76,0.21,2,2,0.058,1,1,0,755.0,0.171,Paid
23,77468.33,28,2272.13,0.934,6,2,0.029,10,0,0,570.0,0.447,Paid
